1/1	13:36:43
1/1	13:41:43
1/1	13:46:43
1/1	13:51:43
1/1	13:56:43
1/1	14:01:43
1/1	14:06:43
1/1	14:11:43
1/1	14:16:43
1/1	14:21:43
1/1	14:26:43
1/1	14:31:43
1/1	14:36:43
1/1	14:41:43
1/1	14:46:43
1/1	14:51:43
1/1	14:56:43
1/1	15:01:43
0/1	15:06:43
1/1	15:11:43
1/1	15:16:43
1/1	15:21:43
1/1	15:26:43
1/1	15:31:43
1/1	15:36:43
1/1	15:41:43
1/1	15:46:43
1/1	15:51:43
1/1	15:56:43
1/1	16:01:43
1/1	16:06:43
1/1	16:11:43
1/1	16:16:43
1/1	16:21:43
0/1	16:26:43
0/0	16:31:43
1/1	19:35:08
1/1	19:40:08
1/1	19:45:08
1/1	19:50:08
1/1	19:55:08
