1/1	11:51:03
1/1	11:56:03
1/1	12:01:03
1/1	12:06:03
1/1	12:11:03
0/1	12:22:32
0/0	12:27:32
0/0	12:32:32
0/0	12:37:32
0/0	12:42:32
0/0	12:47:32
0/0	12:52:32
0/0	12:57:32
0/0	13:18:52
1/1	13:23:52
1/1	13:28:52
1/1	13:33:52
1/1	13:38:52
1/1	13:43:52
1/1	13:48:52
1/1	13:53:52
0/1	13:58:52
1/1	14:03:52
1/1	14:08:52
1/1	15:27:53
1/1	15:32:53
1/1	15:37:53
1/1	15:42:53
1/1	15:47:53
1/1	15:52:53
1/1	15:57:53
1/1	16:02:53
1/1	16:07:53
1/1	16:12:53
1/1	16:17:53
1/1	16:22:53
1/1	16:27:53
1/1	16:32:53
1/1	16:37:53
1/1	16:42:53
1/1	16:47:53
1/1	16:52:53
1/1	16:57:53
1/1	17:05:45
0/1	17:10:45
0/0	17:15:45
0/0	17:20:45
0/0	17:25:45
0/0	17:30:45
0/0	17:35:45
0/0	17:40:45
1/1	19:47:44
1/1	19:52:44
1/1	19:57:44
1/1	20:02:44
1/1	20:07:44
1/1	20:12:44
1/1	20:17:44
1/1	20:22:44
1/1	20:27:44
1/1	20:32:44
1/1	20:37:44
