1/1	11:46:33
1/1	11:51:33
1/1	11:56:33
1/1	12:01:33
1/1	12:06:33
1/1	12:11:33
0/1	12:16:33
0/0	12:21:33
0/0	12:26:33
0/0	12:31:33
0/0	12:36:33
0/0	12:41:33
0/0	12:46:33
0/0	12:51:33
0/0	12:56:33
0/0	13:01:33
0/0	13:06:33
0/0	13:11:33
0/0	13:16:33
0/0	13:21:33
0/0	13:31:48
0/0	13:36:48
0/0	13:41:48
0/0	13:46:48
0/0	13:51:48
0/0	13:56:48
0/0	14:01:48
0/0	14:06:48
1/1	14:11:48
1/1	14:16:48
0/1	14:21:48
0/1	14:26:48
0/1	14:31:48
0/1	14:36:48
0/0	14:41:48
0/0	14:46:48
1/1	14:51:48
1/1	14:56:48
1/1	15:01:48
1/1	15:06:48
0/1	15:11:48
0/0	15:16:48
1/1	15:23:52
