1	0	0	10	3	324	329	4545	金币	2000	1	新人村传送石	2026-06-29 23:00:40
1	0	0	19	Q016	17	18	4545	FZ-0_F3-0	0	1	####	2026-06-29 23:01:10
1	0	0	13	Q016	17	19	4545	金币	11091111	1	M2调整	2026-06-29 23:01:40
1	0	0	113	Q016	17	19	4545	金刚石	0	1	M2调整	2026-06-29 23:01:40
1	0	0	12	Q016	50	1	4545	0	0	1	M2调整	2026-06-29 23:01:40
1	0	0	113	Q016	17	19	4545	金刚石	0	1	M2调整	2026-06-29 23:02:01
1	0	0	12	Q016	66	1	4545	0	0	1	M2调整	2026-06-29 23:02:01
1	0	0	19	Q016	17	19	4545	FZ-0_F3-0	0	1	####	2026-06-29 23:02:01
1	0	0	113	Q016	17	19	4545	金刚石	0	1	M2调整	2026-06-29 23:02:25
1	0	0	12	Q016	66	1	4545	0	0	1	M2调整	2026-06-29 23:02:25
1	0	0	19	Q016	17	19	4545	FZ-0_F3-0	0	1	####	2026-06-29 23:02:40
1	0	0	113	Q016	17	19	4545	金刚石	0	1	M2调整	2026-06-29 23:03:01
1	0	0	12	Q016	60	1	4545	0	0	1	M2调整	2026-06-29 23:03:01
1	0	0	13	Q016	16	18	4545	金币	10000	1	购买商铺物品	2026-06-29 23:03:16
1	0	0	111	3	330	330	4545	元宝	1	-	购买商铺物品	2026-06-29 23:03:22
1	0	0	5	3	326	328	4545	旋风流星刀	1073753751	1	0	2026-06-29 23:07:13
1	0	0	5	3	326	328	4545	炎龙手套	1073753752	1	0	2026-06-29 23:07:22
1	0	0	5	3	326	328	4545	炎龙手套	1073753753	1	0	2026-06-29 23:07:22
1	0	0	5	3	326	328	4545	炎龙头盔	1073753754	1	0	2026-06-29 23:07:25
1	0	0	5	3	326	328	4545	炎龙项链	1073753755	1	0	2026-06-29 23:07:31
1	0	0	5	3	326	328	4545	帝王戒指	1073753756	1	0	2026-06-29 23:07:43
1	0	0	5	3	326	328	4545	麻痹戒指	1073753757	1	0	2026-06-29 23:07:46
1	0	0	5	3	326	328	4545	炎龙腰带	1073753758	1	0	2026-06-29 23:07:58
1	0	0	5	3	326	330	4545	炎龙靴	1073753759	1	0	2026-06-29 23:08:07
1	0	0	5	3	326	330	4545	圣战佩	1073753760	1	0	2026-06-29 23:08:16
1	0	0	5	3	326	330	4545	天骄之徽(金)	1073753761	1	0	2026-06-29 23:08:34
1	0	0	5	3	326	330	4545	天使圣翼(男)	1073753762	1	0	2026-06-29 23:08:43
1	0	0	10	3	324	329	4545	金币	2000	1	新人村传送石	2026-06-29 23:09:43
1	0	0	111	3	324	329	4545	元宝	100	-	购买商铺物品	2026-06-29 23:09:49
1	0	0	35	3	324	329	4545	包月制会员证	729986538	1	购买商铺物品	2026-06-29 23:09:49
1	0	0	10	3	324	329	4545	金币	10000	1	会员专区	2026-06-29 23:09:55
1	0	0	10	3	324	329	4545	包月制会员证	729986538	1	会员专区	2026-06-29 23:09:55
1	0	0	9	sxvip	8	6	4545	金币	200000	1	领取会费	2026-06-29 23:09:58
