1/1	0:02:15
1/1	0:07:15
1/1	0:12:15
1/1	0:17:15
1/1	0:22:15
1/1	0:27:15
1/1	0:32:15
1/1	0:37:15
1/1	0:42:15
1/1	0:47:15
1/1	0:52:15
1/1	0:57:15
1/1	1:02:15
1/1	1:07:15
1/1	1:12:15
1/1	1:17:15
1/1	1:22:15
1/1	1:27:15
1/1	1:32:15
1/1	1:37:15
1/1	1:42:15
1/1	1:47:15
1/1	1:52:15
1/1	1:57:15
1/1	2:02:15
1/1	2:07:15
1/1	2:12:15
1/1	2:17:15
1/1	2:22:15
1/1	2:27:15
1/1	2:32:15
1/1	2:37:15
1/1	2:42:15
1/1	2:47:15
1/1	2:52:15
1/1	2:57:15
1/1	3:02:15
1/1	3:07:15
1/1	3:12:15
1/1	3:17:15
1/1	3:22:15
1/1	3:27:15
1/1	3:32:15
1/1	3:37:15
1/1	3:42:15
1/1	3:47:15
1/1	3:52:15
1/1	3:57:15
1/1	4:02:15
1/1	4:07:15
1/1	4:12:15
1/1	4:17:15
1/1	4:22:15
1/1	4:27:15
1/1	4:32:15
1/1	4:37:15
1/1	4:42:15
1/1	4:47:15
1/1	4:52:15
1/1	4:57:15
1/1	5:02:15
1/1	5:07:15
1/1	5:12:15
1/1	5:17:15
1/1	5:22:15
1/1	5:27:15
1/1	5:32:15
1/1	5:37:15
1/1	5:42:15
1/1	5:47:15
1/1	5:52:15
1/1	5:57:15
1/1	6:02:15
1/1	6:07:15
1/1	6:12:15
1/1	6:17:15
1/1	6:22:15
1/1	6:27:15
1/1	6:32:15
1/1	6:37:15
1/1	6:42:15
1/1	6:47:15
1/1	6:52:15
1/1	6:57:15
1/1	7:02:15
1/1	7:07:15
1/1	7:12:15
1/1	7:17:15
1/1	7:22:15
1/1	7:27:15
1/1	7:32:15
1/1	7:37:15
1/1	7:42:15
1/1	7:47:15
1/1	7:52:15
1/1	7:57:15
1/1	8:02:15
1/1	8:07:15
1/1	8:12:15
1/1	8:17:15
1/1	8:22:15
1/1	8:27:15
1/1	8:32:15
1/1	8:37:15
1/1	8:42:15
1/1	8:47:15
1/1	8:52:15
1/1	8:57:15
1/1	9:02:15
1/1	9:07:15
1/1	9:12:15
1/1	9:17:15
1/1	9:22:15
1/1	9:27:15
1/1	9:32:15
1/1	9:37:15
1/1	9:42:15
1/1	9:47:15
1/1	9:52:15
1/1	9:57:15
1/1	10:02:15
1/1	10:07:15
1/1	10:12:15
1/1	10:17:15
1/1	10:22:15
1/1	10:27:15
1/1	10:32:15
1/1	10:37:15
1/1	10:42:15
1/1	10:47:15
1/1	10:52:15
1/1	10:57:15
1/1	11:02:15
1/1	11:07:15
1/1	11:12:15
1/1	11:17:15
1/1	11:22:15
1/1	11:27:15
1/1	11:32:15
1/1	11:37:15
1/1	11:42:15
1/1	11:47:15
1/1	11:52:15
1/1	11:57:15
