1/1	0:02:18
1/1	0:07:18
1/1	0:12:18
1/1	0:17:18
1/1	0:22:18
1/1	0:27:18
1/1	0:32:18
1/1	0:37:18
1/1	0:42:18
1/1	0:47:18
1/1	0:52:18
1/1	0:57:18
1/1	1:02:18
1/1	1:07:18
1/1	1:12:18
1/1	1:17:18
1/1	1:22:18
1/1	1:27:18
1/1	1:32:18
1/1	1:37:18
1/1	1:42:18
1/1	1:47:18
1/1	1:52:18
1/1	1:57:18
1/1	2:02:18
1/1	2:07:18
1/1	2:12:18
1/1	2:17:18
1/1	2:22:18
1/1	2:27:18
1/1	2:32:18
1/1	2:37:18
1/1	2:42:18
1/1	2:47:18
1/1	2:52:18
1/1	2:57:18
1/1	3:02:18
1/1	3:07:18
1/1	3:12:18
1/1	3:17:18
1/1	3:22:18
1/1	3:27:18
1/1	3:32:18
1/1	3:37:18
1/1	3:42:18
1/1	3:47:18
1/1	3:52:18
1/1	3:57:18
1/1	4:02:18
1/1	4:07:18
1/1	4:12:18
1/1	4:17:18
1/1	4:22:18
1/1	4:27:18
1/1	4:32:18
1/1	4:37:18
1/1	4:42:18
1/1	4:47:18
1/1	4:52:18
1/1	4:57:18
1/1	5:02:18
1/1	5:07:18
1/1	5:12:18
1/1	5:17:18
1/1	5:22:18
1/1	5:27:18
1/1	5:32:18
1/1	5:37:18
1/1	5:42:18
1/1	5:47:18
1/1	5:52:18
1/1	5:57:18
1/1	6:02:18
1/1	6:07:18
1/1	6:12:18
1/1	6:17:18
1/1	6:22:18
1/1	6:27:18
1/1	6:32:18
1/1	6:37:18
1/1	6:42:18
1/1	6:47:18
1/1	6:52:18
1/1	6:57:18
1/1	7:02:18
1/1	7:07:18
1/1	7:12:18
1/1	7:17:18
1/1	7:22:18
1/1	7:27:18
1/1	7:32:18
1/1	7:37:18
1/1	7:42:18
1/1	7:47:18
1/1	7:52:18
1/1	7:57:18
1/1	8:02:18
1/1	8:07:18
1/1	8:12:18
1/1	8:17:18
1/1	8:22:18
1/1	8:27:18
1/1	8:32:18
1/1	8:37:18
1/1	8:42:18
1/1	8:47:18
1/1	8:52:18
1/1	8:57:18
1/1	9:02:18
1/1	9:07:18
1/1	9:12:18
1/1	9:17:18
1/1	9:22:18
1/1	9:27:18
1/1	9:32:18
1/1	9:37:18
1/1	9:42:18
1/1	9:47:18
1/1	9:52:18
1/1	9:57:18
1/1	10:02:18
1/1	10:07:18
1/1	10:12:18
1/1	10:17:18
1/1	10:22:18
1/1	10:27:18
1/1	10:32:18
1/1	10:37:18
1/1	10:42:18
1/1	10:47:18
1/1	10:52:18
1/1	10:57:18
1/1	11:02:18
1/1	11:07:18
1/1	11:12:18
1/1	11:17:18
1/1	11:22:18
1/1	11:27:18
1/1	11:32:18
1/1	11:37:18
1/1	11:42:18
1/1	11:47:18
1/1	11:52:18
1/1	11:57:18
1/1	12:02:18
1/1	12:07:18
1/1	12:12:18
1/1	12:17:18
1/1	12:22:18
1/1	12:27:18
1/1	12:32:18
1/1	12:37:18
1/1	12:42:18
1/1	12:47:18
1/1	12:52:18
1/1	12:57:18
1/1	13:02:18
1/1	13:07:18
1/1	13:12:18
1/1	13:17:18
1/1	13:22:18
1/1	13:27:18
1/1	13:32:18
1/1	13:37:18
1/1	13:42:18
1/1	13:47:18
1/1	13:52:18
1/1	13:57:18
1/1	14:02:18
1/1	14:07:18
1/1	14:12:18
1/1	14:17:18
1/1	14:22:18
1/1	14:27:18
1/1	14:32:18
1/1	14:37:18
1/1	14:42:18
1/1	14:47:18
1/1	14:52:18
1/1	14:57:18
1/1	15:02:18
1/1	15:07:18
1/1	15:12:18
1/1	15:17:18
1/1	15:22:18
1/1	15:27:18
1/1	15:32:18
1/1	15:37:18
1/1	15:42:18
1/1	15:47:18
1/1	15:52:18
1/1	15:57:18
1/1	16:02:18
1/1	16:07:18
1/1	16:12:18
1/1	16:17:18
1/1	16:22:18
1/1	16:27:18
1/1	16:32:18
1/1	16:37:18
1/1	16:42:18
1/1	16:47:18
1/1	16:52:18
1/1	16:57:18
1/1	17:02:18
1/1	17:07:18
1/1	17:12:18
1/1	17:17:18
1/1	17:22:18
1/1	17:27:18
1/1	17:32:18
1/1	17:37:18
1/1	17:42:18
1/1	17:47:18
1/1	17:52:18
1/1	17:57:18
1/1	18:02:18
1/1	18:07:18
1/1	18:12:18
1/1	18:17:18
1/1	18:22:18
1/1	18:27:18
1/1	18:32:18
1/1	18:37:18
1/1	18:42:18
1/1	18:47:18
1/1	18:52:18
1/1	18:57:18
1/1	19:02:18
1/1	19:07:18
1/1	19:12:18
1/1	19:17:18
1/1	19:22:18
1/1	19:27:18
1/1	19:32:18
1/1	19:37:18
1/1	19:42:18
1/1	19:47:18
1/1	19:52:18
1/1	19:57:18
1/1	20:02:18
1/1	20:07:18
1/1	20:12:18
1/1	20:17:18
1/1	20:22:18
1/1	20:27:18
1/1	20:32:18
1/1	20:37:18
1/1	20:42:18
1/1	20:47:18
1/1	20:52:18
1/1	20:57:18
1/1	21:02:18
1/1	21:07:18
1/1	21:12:18
1/1	21:17:18
1/1	21:22:18
1/1	21:27:18
1/1	21:32:18
1/1	21:37:18
1/1	21:42:18
1/1	21:47:18
1/1	21:52:18
1/1	21:57:18
1/1	22:02:18
1/1	22:07:18
1/1	22:12:18
1/1	22:17:18
1/1	22:22:18
1/1	22:27:18
1/1	22:32:18
1/1	22:37:18
1/1	22:42:18
1/1	22:47:18
1/1	22:52:18
1/1	22:57:18
1/1	23:02:18
1/1	23:07:18
1/1	23:12:16
