1	0	0	12	0	2	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	3	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	4	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	5	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	6	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	7	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	8	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	9	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	10	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	11	0	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	9	0	289	617	987	½ð±Ò	2000	1	Q009	2026-06-30 23:51:23
1	0	0	12	0	12	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	13	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	14	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	15	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	16	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	17	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	18	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	19	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	20	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	21	180	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	9	0	289	617	987	½ð±Ò	2000	1	Q009	2026-06-30 23:51:23
1	0	0	12	0	22	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	23	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	24	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	25	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	26	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	27	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	28	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	29	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	30	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	31	325	987	0	0	1	0	2026-06-30 23:51:23
1	0	0	12	0	32	75	987	0	0	1	0	2026-06-30 23:51:26
1	0	0	12	0	33	75	987	0	0	1	0	2026-06-30 23:51:26
1	0	0	12	0	34	75	987	0	0	1	0	2026-06-30 23:51:26
1	0	0	12	0	35	75	987	0	0	1	0	2026-06-30 23:51:29
1	0	0	12	0	36	75	987	0	0	1	0	2026-06-30 23:51:29
1	0	0	19	3	328	336	987	FZ-0_F3-0	0	1	4545	2026-06-30 23:52:29
1	0	0	19	3	330	328	987	FZ-0_F3-0	0	1	4545	2026-06-30 23:52:47
