1/1	0:34:15
1/1	0:39:15
1/1	0:44:15
1/1	0:49:15
1/1	0:54:15
1/1	0:59:15
1/1	1:04:15
1/1	1:09:15
1/1	1:14:15
0/1	4:17:35
1/1	9:38:55
1/1	9:43:55
1/1	9:48:55
1/1	9:53:55
1/1	9:58:55
1/1	10:03:55
0/1	10:08:55
1/1	10:13:55
1/1	10:18:55
0/1	10:23:55
0/0	10:28:55
0/0	10:33:54
1/1	10:38:54
1/1	10:43:54
1/1	10:48:54
1/1	10:53:54
1/1	10:58:54
1/1	11:03:54
1/1	11:08:54
1/1	11:13:54
1/1	11:18:54
1/1	11:23:54
1/1	11:28:54
1/1	11:33:54
1/1	11:38:54
1/1	11:44:46
1/1	11:49:46
1/1	11:54:46
1/1	11:59:46
1/1	12:04:46
1/1	12:09:46
1/1	12:14:46
1/1	12:19:46
1/1	12:24:46
1/1	12:29:46
1/1	12:34:46
1/1	12:39:46
1/1	12:44:46
1/1	12:49:46
1/1	12:54:46
1/1	12:59:46
1/1	13:04:46
1/1	13:09:46
1/1	13:14:46
1/1	13:19:46
1/1	13:24:46
1/1	13:29:46
1/1	13:34:46
1/1	13:39:46
1/1	13:44:46
1/1	13:49:46
1/1	13:54:46
1/1	13:59:46
1/1	14:04:46
1/1	14:09:46
1/1	14:14:46
1/1	14:19:46
1/1	14:24:46
1/1	14:29:46
1/1	14:34:46
1/1	14:39:46
1/1	14:44:46
1/1	15:46:00
1/1	15:51:00
1/1	15:56:00
1/1	16:01:00
1/1	16:06:00
1/1	16:11:00
1/1	16:16:00
1/1	16:21:00
1/1	16:26:00
1/1	16:31:00
1/1	16:39:16
1/1	16:44:16
1/1	16:49:16
1/1	16:54:16
1/1	16:59:16
1/1	17:19:12
0/1	17:24:12
1/1	17:29:12
0/1	17:34:12
1/1	17:39:12
1/1	17:44:12
1/1	17:49:12
1/1	17:54:12
1/1	17:59:12
1/1	18:04:12
1/1	18:09:12
1/1	18:14:12
1/1	18:19:12
1/1	18:24:12
1/1	18:29:12
1/1	18:34:12
1/1	18:39:12
1/1	18:44:12
1/1	18:53:07
1/1	18:58:07
1/1	19:03:07
1/1	19:08:07
1/1	19:13:07
1/1	19:18:07
1/1	19:23:07
1/1	19:28:07
1/1	20:16:34
1/1	20:21:34
1/1	20:26:34
1/1	20:31:34
1/1	20:36:34
1/1	20:41:34
1/1	20:46:34
1/1	20:51:34
1/1	20:56:34
1/1	21:01:34
1/1	21:06:34
1/1	21:11:34
1/1	21:16:34
1/1	21:21:34
1/1	21:26:34
1/1	21:31:34
0/1	21:36:34
0/0	21:41:34
1/1	21:46:34
1/1	21:51:34
1/1	21:56:34
1/1	22:01:34
1/1	22:06:34
1/1	22:11:34
1/1	22:16:34
0/1	22:21:34
0/0	22:26:34
1/1	22:31:34
1/1	22:36:34
1/1	22:41:34
1/1	22:46:34
1/1	22:51:34
1/1	22:56:34
1/1	23:01:34
1/1	23:06:34
1/1	23:11:34
1/1	23:16:34
1/1	23:21:34
0/1	23:26:34
0/0	23:31:34
0/0	23:36:34
0/0	23:41:34
0/0	23:46:34
1/1	23:51:34
1/1	23:56:34
