0;金币1;41;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1;金创药(小量);0;0;1;0;0;0;398;1;20;0;0;0;0;0;0;0;0;0;0;0;80;200;
2;魔法药(小量);0;0;1;0;0;0;394;1;0;0;30;0;0;0;0;0;0;0;0;0;80;200;
3;肉;40;0;3;0;0;0;1;10000;0;0;0;0;0;0;0;0;0;0;0;0;200;10000;
4;布衣(男);10;1;5;0;0;0;60;5000;0;2;0;1;0;0;0;0;0;0;0;1;120;100;
5;布衣(女);11;1;5;0;0;0;80;5000;0;2;0;1;0;0;0;0;0;0;0;1;120;100;
6;木剑;5;1;7;0;0;0;30;4000;0;0;0;0;2;5;0;0;0;0;0;1;50;100;
7;铁剑;5;2;10;0;0;0;36;10000;0;0;0;0;5;9;0;0;0;0;0;10;1200;100;
8;青铜剑;5;2;9;0;0;0;31;6000;0;0;0;0;3;7;0;0;0;0;0;5;900;100;
9;轻型盔甲(男);10;2;8;0;0;0;61;8000;3;3;1;2;0;0;0;0;0;0;0;11;3000;100;
10;轻型盔甲(女);11;2;8;0;0;0;81;8000;3;3;1;2;0;0;0;0;0;0;0;11;3000;100;
11;干肉;1;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10000;
12;包子;2;0;1;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;8;10000;
13;凝霜;5;13;20;0;0;0;45;20000;0;0;0;0;10;13;0;0;0;0;0;25;8000;50;
14;火球术;4;1;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;500;50;
15;治愈术;4;2;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;500;50;
16;基本剑术;4;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;500;50;
17;蜡烛;30;0;1;0;0;0;130;8000;0;0;0;0;0;0;0;0;0;0;0;0;10;10000;
18;短剑;5;4;9;0;0;0;33;8000;0;0;0;0;3;11;0;0;0;0;0;10;1000;100;
19;精神力战法;4;2;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;500;50;
20;青铜斧;5;3;10;0;0;0;32;10000;0;0;0;0;0;15;0;0;0;0;0;13;1500;50;
21;重盔甲(女);11;3;23;0;0;0;82;25000;4;7;2;3;0;0;0;0;0;0;0;22;12000;20;
22;魔法长袍(女);11;4;12;0;0;0;83;20000;3;5;3;4;0;0;0;2;0;0;0;22;10000;20;
23;灵魂战衣(女);11;5;15;0;0;0;84;20000;3;6;3;3;0;0;0;0;0;2;0;22;10000;20;
24;重盔甲(男);10;3;23;0;0;0;62;25000;4;7;2;3;0;0;0;0;0;0;0;22;12000;20;
25;魔法长袍(男);10;4;12;0;0;0;63;20000;3;5;3;4;0;0;0;2;0;0;0;22;10000;20;
26;灵魂战衣(男);10;5;15;0;0;0;64;20000;3;6;3;3;0;0;0;0;0;2;0;22;10000;20;
27;大火球;4;1;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2000;10;
28;攻杀剑术;4;0;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2000;10;
29;施毒术;4;2;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1000;10;
30;匕首;5;6;5;0;0;0;35;10000;0;0;0;0;4;5;0;0;0;0;0;1;500;100;
31;井中月;5;17;58;0;0;0;48;30000;0;0;0;0;7;22;0;0;0;0;0;28;30000;50;
32;银蛇;5;9;26;0;0;0;38;24000;0;1;0;0;7;14;0;0;1;3;0;26;15000;50;
33;海魂;6;8;12;0;0;0;39;12000;0;0;0;0;3;10;1;2;0;0;0;15;3000;50;
34;修罗;5;7;40;0;0;0;40;25000;0;0;0;0;0;20;0;0;0;0;0;22;10000;50;
35;炼狱;6;11;60;0;0;0;41;28000;0;0;0;0;0;25;0;0;0;0;0;26;25000;50;
36;凌风;5;5;20;0;0;0;34;18000;0;0;0;0;6;12;0;0;0;0;0;19;5000;50;
37;破魂;5;20;8;0;0;0;51;11000;0;2;0;0;8;10;0;0;0;0;0;20;5000;50;
38;斩马刀;5;10;27;0;0;0;37;19000;0;0;0;0;5;15;0;0;0;0;0;20;6000;50;
39;食人树叶;42;0;1;0;0;0;255;1;0;0;0;0;0;0;0;0;0;0;0;0;50;50;
40;毒蜘蛛牙齿;42;0;1;0;0;0;253;1;0;0;0;0;0;0;0;0;0;0;0;0;50;50;
41;食人树的果实;42;0;1;0;0;0;256;1;0;0;0;0;0;0;0;0;0;0;0;0;300;50;
42;蝎子的尾巴;42;0;1;0;0;0;254;1;0;0;0;0;0;0;0;0;0;0;0;0;50;50;
43;蛆卵;42;0;1;0;0;0;252;1;0;0;0;0;0;0;0;0;0;0;0;0;500;50;
44;灰色药粉(少量);25;1;1;0;0;0;251;5000;0;0;0;0;0;0;0;0;0;0;0;0;5000;50;
45;黄色药粉(少量);25;2;1;0;0;0;250;5000;0;0;0;0;0;0;0;0;0;0;0;0;5000;50;
46;古铜戒指;22;0;1;0;0;0;145;5000;0;0;0;0;0;1;0;0;0;0;0;3;500;50;
47;青铜头盔;15;0;4;0;0;0;100;8000;0;1;0;0;0;0;0;0;0;0;0;10;1000;50;
48;金项链;20;0;1;0;0;0;222;8000;0;0;0;1;0;1;0;0;0;0;0;2;500;50;
49;铁手镯;24;0;1;0;0;0;180;4000;0;1;0;0;0;0;0;0;0;0;0;3;800;50;
50;灰色药粉(中量);25;1;2;0;0;0;251;10000;0;0;0;0;0;0;0;0;0;0;0;1;10000;50;
51;灰色药粉(大量);25;1;3;0;0;0;251;15000;0;0;0;0;0;0;0;0;0;0;0;1;15000;50;
52;黄色药粉(中量);25;2;2;0;0;0;250;10000;0;0;0;0;0;0;0;0;0;0;0;1;10000;50;
53;黄色药粉(大量);25;2;3;0;0;0;250;15000;0;0;0;0;0;0;0;0;0;0;0;1;15000;50;
54;乌木剑;5;1;8;0;0;0;43;7000;0;0;0;0;4;8;0;1;0;0;0;1;4000;50;
55;魔杖;6;12;10;0;0;0;42;15000;0;0;0;0;5;9;2;5;0;0;0;26;25000;50;
56;八荒;5;15;25;27;0;0;44;18000;0;0;0;0;4;12;0;0;0;0;0;15;5000;50;
57;鸡肉;40;0;1;0;0;0;13;4000;0;0;0;0;0;0;0;0;0;0;0;0;80;50;
58;玻璃戒指;22;0;1;0;0;0;143;3000;0;0;0;0;0;0;0;0;0;1;0;7;800;50;
59;牛角戒指;22;0;1;0;0;0;140;6000;0;0;0;1;0;1;0;0;0;0;0;9;1000;50;
60;蓝色水晶戒指;22;0;1;0;0;0;142;5000;0;0;0;2;1;0;0;0;0;0;0;16;1500;50;
61;六角戒指;22;0;1;0;0;0;144;6000;0;0;0;0;0;0;0;1;0;0;0;7;800;50;
62;黑檀项链;20;0;1;0;0;0;220;8000;0;0;0;0;0;0;1;0;0;0;0;13;1200;50;
63;黄色水晶项链;20;0;1;0;0;0;221;8000;0;0;0;0;0;0;0;0;1;0;0;13;1200;50;
64;黑色水晶项链;20;0;1;0;0;0;225;8000;0;0;0;0;1;0;0;0;0;0;0;13;1500;50;
65;魔法头盔;15;0;4;0;0;0;100;8000;0;1;1;1;0;0;0;0;0;0;0;14;2000;50;
66;沃玛号角;44;0;1;0;0;0;261;1;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
67;半月;5;16;16;0;0;0;46;14000;0;0;0;0;5;10;0;1;1;1;0;15;4000;50;
68;皮制手套;26;0;2;0;0;0;190;6000;0;1;0;0;0;0;0;0;0;0;0;7;1500;50;
69;坚固手套;26;0;3;0;0;0;191;8000;0;2;0;0;0;0;0;0;0;0;0;18;7000;50;
70;钢手镯;26;0;1;0;0;0;180;5000;0;1;0;1;0;0;0;0;0;0;0;8;2000;50;
71;生铁戒指;22;0;1;0;0;0;141;5000;0;2;0;0;0;0;0;1;0;0;2;9;3000;50;
72;金戒指;22;0;1;0;0;0;148;5000;0;0;0;3;1;1;1;1;1;1;0;22;8000;50;
73;灯笼项链;19;0;1;0;0;0;233;8000;0;1;0;0;1;0;0;0;0;0;0;18;3000;50;
74;白色虎齿项链;19;0;1;0;0;0;230;7000;0;2;0;0;0;0;0;0;1;1;3;11;3000;50;
75;魅力戒指;23;0;1;0;0;0;159;5000;0;0;0;0;0;0;1;2;0;0;0;23;4000;50;
76;道德戒指;23;0;1;0;0;0;153;5000;0;0;0;0;0;0;0;0;1;2;0;23;4000;50;
77;白金项链;20;0;1;0;0;0;231;6000;0;0;0;0;0;0;0;2;0;0;2;10;2000;50;
78;降妖除魔戒指;22;0;1;0;0;0;152;5000;0;0;0;4;1;2;1;2;1;2;0;25;10000;50;
79;躲避手链;20;0;1;0;0;0;238;8000;0;0;0;3;0;0;0;0;0;0;3;12;25000;50;
80;地牢逃脱卷;3;1;1;0;0;0;408;1;0;0;0;0;0;0;0;0;0;0;0;1;100;5;
81;偃月;6;18;13;0;0;0;49;12000;0;0;0;0;4;10;1;3;0;0;0;20;10000;5;
82;降魔;5;14;20;0;0;0;47;17000;0;1;0;0;6;11;0;0;1;2;0;20;10000;5;
83;传统项链;20;0;1;0;0;0;237;8000;0;1;0;0;0;0;0;0;0;0;0;3;1000;5;
84;小手镯;26;0;1;0;0;0;192;5000;0;0;0;1;0;0;0;0;0;0;0;5;1000;5;
85;银手镯;24;0;2;0;0;0;202;7000;0;0;0;1;0;0;0;0;0;0;0;7;1500;5;
86;大手镯;26;0;2;0;0;0;203;10000;1;1;0;0;0;0;0;0;0;0;0;9;5000;5;
87;鹤嘴锄;6;19;10;0;0;0;50;10000;0;0;0;0;0;8;0;0;0;0;0;11;700;5;
88;隐身戒指;22;111;1;0;0;0;174;4000;0;0;0;0;0;0;0;0;0;0;0;12;25000;5;
89;抗拒火环;4;1;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
90;地狱火;4;1;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
91;雷电术;4;1;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
92;疾光电影;4;1;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;10000;5;
93;灵魂火符;4;2;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
94;幽灵盾;4;2;1;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;
95;神圣战甲术;4;2;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;10000;5;
96;金创药(中量);0;0;2;0;0;0;400;1;50;0;0;0;0;0;0;0;0;0;0;0;200;5;
97;魔法药(中量);0;0;2;0;0;0;396;1;0;0;80;0;0;0;0;0;0;0;0;0;200;5;
98;黑色水晶戒指;22;0;1;0;0;0;163;5000;0;0;0;0;0;2;0;0;0;0;0;20;2000;5;
99;魔鬼项链;20;0;1;0;0;0;235;8000;0;0;0;0;2;0;0;0;0;0;0;17;2500;5;
100;珊瑚戒指;22;0;1;0;0;0;164;5000;0;0;0;0;0;4;0;0;0;0;0;25;15000;5;
101;蓝翡翠项链;20;0;1;0;0;0;246;8000;0;0;0;0;2;2;0;0;0;0;0;23;10000;5;
102;蛇眼戒指;22;0;1;0;0;0;165;5000;0;0;0;0;0;0;0;2;0;0;0;20;2000;5;
103;琥珀项链;20;0;1;0;0;0;236;6000;0;0;0;0;0;0;2;0;0;0;0;17;2000;5;
104;护身符;25;5;1;0;0;0;270;10000;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
105;刺杀剑术;4;0;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;
106;放大镜;20;0;1;0;0;0;245;6000;0;0;0;0;0;0;1;3;0;0;0;24;6000;5;
107;红宝石戒指;22;0;1;0;0;0;166;5000;0;0;0;0;0;0;0;4;0;0;2;17;15000;5;
108;珍珠戒指;22;0;1;0;0;0;161;5000;0;0;0;0;0;0;0;0;0;2;0;20;2000;5;
109;竹笛;20;0;1;0;0;0;242;7000;0;0;0;0;0;0;0;0;1;3;0;24;6000;5;
110;铂金戒指;22;0;1;0;0;0;173;5000;0;0;0;0;0;0;0;0;0;4;3;17;15000;5;
111;骷髅戒指;22;0;1;0;0;0;177;5000;0;0;0;0;0;3;0;0;0;0;1;30;5000;5;
112;龙之戒指;22;0;1;0;0;0;169;5000;0;0;0;0;0;5;0;0;0;0;1;37;20000;5;
113;死神手套;26;0;2;0;0;0;188;8000;0;0;0;0;1;2;0;0;0;0;0;22;8000;5;
114;骷髅头盔;15;0;5;0;0;0;103;8000;2;3;0;0;0;0;0;0;0;0;1;30;8000;5;
115;魔法手镯;26;0;1;0;0;0;205;7000;0;1;1;2;0;0;0;0;0;0;0;18;4000;5;
116;金手镯;26;0;1;0;0;0;207;7000;0;0;2;3;0;1;0;0;0;0;0;23;7000;5;
117;道士头盔;15;0;3;0;0;0;106;8000;1;2;2;3;0;0;0;0;0;0;0;24;5000;5;
118;传送戒指;22;112;1;0;0;0;172;5000;0;0;0;0;0;0;0;0;0;0;0;12;50000;5;
119;小手镯;26;0;1;0;0;0;201;7000;0;0;0;0;1;1;0;0;0;0;1;24;1000;5;
120;骑士手镯;26;0;1;0;0;0;209;8000;0;0;0;0;2;2;0;0;0;0;1;39;15000;5;
121;绿色项链;20;0;1;0;0;0;240;8000;0;0;0;0;2;5;0;0;0;0;1;39;20000;5;
122;凤凰明珠;20;0;1;0;0;0;243;7000;0;1;0;0;0;0;0;0;1;2;0;17;2000;5;
123;道士手镯;26;0;1;0;0;0;198;7000;0;0;0;0;0;0;0;0;0;1;0;19;4000;5;
124;三眼手镯;26;0;1;0;0;0;208;7000;1;1;0;0;0;0;0;0;1;3;3;22;10000;5;
